"date","peak","peak_dis.1","peak_dis.2","peak_dis.3","peak_dis.4","peak_dis.5","peak_dis.6","peak_dis.7","peak_dis.8","peak_dis.9","peak_dis.10","peak_dis.11","peak_dis.12","peak_dis.13","peak_dis.14","peak_dis.15","peak_dis.16","peak_dis.17","peak_dis.18","peak_dis.19","peak_dis.20","peak_dis.21","peak_dis.22","peak_dis.23","peak_dis.24","peak_dis.25","peak_dis.26","peak_dis.27","peak_dis.28","peak_dis.29","peak_dis.30","peak_dis.31","peak_dis.32","peak_dis.33","peak_dis.34","peak_dis.35","peak_dis.36","peak_dis.37","peak_dis.38","peak_dis.39","peak_dis.40","peak_dis.41","peak_dis.42","peak_dis.43","peak_dis.44","peak_dis.45"
2017-01-31 11:00:00,76698.5,72958.5060782447,75091.620208195,75514.0461693866,75907.1212799599,76045.6275752377,76283.0865476179,76382.2223707415,76518.9431507191,76616.0021252472,76777.1620712077,76911.6021792277,77045.457205449,77141.7704351871,77258.4619915849,77369.9143807138,77489.6558214821,77624.6492939034,77695.2216543112,77765.5053694,77851.8291154202,78024.2049572877,78175.5345556901,78213.7661688051,78270.2922543105,78349.1669584975,78451.2882972218,78545.3337655622,78610.1175852496,78684.1445471659,78775.5645381717,78832.8978365044,78878.7342515753,78924.7028848496,78952.6163263298,79071.2346759582,79180.0653030418,79307.0051486472,79447.3979098183,79552.4081120613,79675.4677675233,79859.3773854828,80271.7281898624,80558.1638646351,81706.4458798398,82766.2288835839
2017-02-01 18:00:00,76003.5,72552.359705336,74685.4738352863,75107.8997964779,75500.9749070512,75639.481202329,75876.9401747092,75976.0759978328,76112.7967778104,76209.8557523385,76341.3760128572,76468.5879030554,76600.0790708757,76726.2570419576,76835.0818386364,76957.7430034389,77048.4684946542,77212.6084139264,77277.6498605207,77344.6574773303,77431.2025044904,77552.8172004142,77737.9758328809,77806.3063317234,77862.813885842,77934.4621304199,78031.1084478067,78130.2473621636,78200.1839756487,78272.882301007,78358.4132884786,78422.926911883,78468.3052596781,78514.3368517386,78541.1053685163,78647.3909846689,78763.526729929,78865.9952005403,79028.956262146,79146.2617391526,79269.3213946146,79453.2310125741,79865.5818169537,80152.0174917264,81300.2995069311,82360.0825106752
2017-02-02 18:00:00,75893,71280.0340738905,73413.1482038408,73835.5741650324,74228.6492756057,74367.1555708835,74604.6145432637,74703.7503663873,74831.6998520915,74928.0684996876,75026.7265022389,75172.1017282688,75300.7342250307,75443.483971782,75556.8082179448,75677.8770026354,75731.7399992967,75940.0330787951,75987.4346694411,76072.3318458848,76158.8768730449,76280.4915689687,76465.6502014354,76533.9807002779,76590.4882543965,76662.1364989744,76758.7828163612,76857.9217307181,76927.8583442032,77000.5566695615,77086.0876570331,77150.6012804375,77195.9796282326,77242.0112202931,77268.7797370708,77375.0653532234,77491.2010984835,77593.6695690948,77756.6306307005,77873.9361077071,77996.9957631691,78180.9053811286,78593.2561855082,78879.6918602809,80027.9738754855,81087.7568792297
2017-02-03 11:00:00,75317.75,70579.3389654712,72712.4530954215,73134.8790566131,73527.9541671864,73666.4604624642,73903.9194348444,74003.055257968,74131.0047436722,74227.3733912683,74326.0313938196,74471.4066198495,74600.0391166114,74742.7888633627,74856.1131095255,74977.1818942161,75031.0448908774,75229.1550905385,75286.7395610218,75371.6367374655,75458.1817646256,75579.7964605494,75764.9550930161,75833.2855918586,75889.7931459772,75961.4413905551,76058.0877079419,76157.2266222988,76227.1632357839,76299.8615611422,76385.3925486138,76449.9061720182,76495.2845198133,76541.3161118738,76568.0846286515,76674.3702448041,76790.5059900642,76892.9744606755,77055.9355222812,77173.2409992878,77296.3006547498,77480.2102727093,77892.5610770889,78178.9967518616,79327.2787670663,80387.0617708104
2017-02-04 18:00:00,64479,59513.8216287887,61646.935758739,62069.3617199306,62462.4368305039,62600.9431257817,62838.4020981619,62937.5379212855,63065.4874069897,63161.8560545858,63260.5140571371,63405.889283167,63534.5217799289,63677.2715266802,63790.595772843,63911.6645575336,63965.5275541949,64163.637753856,64221.2222243393,64291.0930261665,64379.5560625499,64462.91008487,64695.9100030291,64763.0389440693,64823.2383912023,64882.4317204479,64957.8898659077,65091.6089602384,65161.6458991014,65234.3442244597,65319.8752119313,65384.3888353357,65429.7671831308,65475.7987751913,65502.567291969,65608.8529081216,65724.9886533817,65827.457123993,65990.4181855987,66107.7236626053,66230.7833180673,66414.6929360268,66827.0437404064,67113.4794151791,68261.7614303837,69321.5444341279
2017-02-05 18:00:00,60799.75,55813.9689034098,57947.0830333601,58369.5089945517,58762.584105125,58901.0904004028,59138.549372783,59237.6851959066,59365.6346816108,59462.0033292069,59560.6613317582,59706.0365577881,59834.66905455,59977.4188013013,60090.7430474641,60211.8118321547,60265.674828816,60463.7850284771,60521.3694989604,60591.2403007876,60679.703337171,60759.282263216,60996.0572776502,61063.1862186904,61123.3856658234,61182.578995069,61258.0371405288,61391.7562348595,61461.7931737225,61534.4914990808,61620.0224865524,61684.5361099568,61729.9144577519,61775.9460498124,61802.7145665901,61909.0001827427,62025.1359280028,62127.6043986141,62290.5654602198,62407.8709372264,62530.9305926884,62714.8402106479,63127.1910150275,63413.6266898002,64561.9087050049,65621.691708749
2017-02-06 18:00:00,75109,70561.5108037564,72694.6249337067,73117.0508948983,73510.1260054716,73648.6323007494,73886.0912731296,73985.2270962532,74113.1765819574,74209.5452295535,74308.2032321048,74477.7390014758,74609.2301692961,74735.408140378,74844.2329370568,74966.8941018593,75057.6195930746,75221.7595123468,75288.9304300354,75353.8085757507,75440.3536029107,75530.2722576423,75743.5991779968,75810.728119037,75870.92756617,75930.1208954156,76005.5790408754,76139.298135206,76209.3350740691,76282.0333994274,76367.564386899,76432.0780103034,76477.4563580985,76523.487950159,76550.2564669367,76656.5420830893,76772.6778283494,76875.1462989607,77038.1073605664,77155.412837573,77278.472493035,77462.3821109945,77874.7329153741,78161.1685901468,79309.4506053514,80369.2336090956
2017-02-07 11:00:00,76624.25,71358.0711608301,73491.1852907804,73913.611251972,74306.6863625453,74445.1926578231,74682.6516302033,74781.7874533269,74909.7369390311,75006.1055866272,75104.7635891785,75274.2993585495,75405.7905263698,75531.9684974517,75640.7932941305,75763.454458933,75854.1799501483,76007.8872858974,76065.4717563807,76135.3425582079,76223.8055945913,76303.3845206363,76494.8886922876,76606.2806047446,76662.6212622294,76688.8280305159,76795.4322738327,76920.1571094483,77002.1874559308,77070.4103015979,77159.0757638352,77228.6383673771,77274.0167151722,77320.0483072327,77346.8168240104,77453.102440163,77569.2381854231,77671.7066560344,77834.6677176401,77951.9731946467,78075.0328501087,78258.9424680682,78671.2932724478,78957.7289472205,80106.0109624251,81165.7939661693
2017-02-08 11:00:00,76456.25,71618.4702698907,73751.584399841,74174.0103610326,74567.0854716059,74705.5917668837,74943.0507392639,75042.1865623875,75170.1360480917,75275.9663168932,75407.4865774119,75571.5663708737,75705.421397095,75801.7346268331,75918.4261832309,76029.8785723598,76149.620013128,76278.7189784811,76345.8898961697,76410.768041885,76497.313069045,76587.2317237766,76800.5586441311,76867.6875851713,76923.02037129,76949.2271395765,77055.8313828933,77180.5562185089,77262.5865649914,77330.8094106585,77419.4748728958,77489.0374764377,77534.4158242328,77580.4474162933,77607.215933071,77713.5015492236,77829.6372944837,77932.105765095,78095.0668267007,78212.3723037073,78335.4319591693,78519.3415771288,78931.6923815084,79218.1280562811,80366.4100714857,81426.1930752299
2017-02-09 18:00:00,77128.25,70803.0804254203,72936.1945553706,73358.6205165622,73751.6956271355,73890.2019224133,74127.6608947935,74226.7967179171,74354.7462036213,74460.5764724228,74592.0967329415,74756.1765264033,74890.0315526246,74986.3447823627,75133.6247461216,75217.6022847354,75344.9491879463,75469.223641079,75542.5643139093,75610.0797165756,75681.9232245747,75771.8418793062,75985.1687996607,76052.2977407009,76107.6305268196,76133.8372951061,76240.4415384229,76365.1663740385,76447.196720521,76515.4195661881,76604.0850284254,76673.6476319673,76719.0259797624,76765.0575718229,76791.8260886006,76898.1117047532,77014.2474500133,77116.7159206246,77279.6769822303,77396.9824592369,77520.0421146989,77703.9517326584,78116.302537038,78402.7382118107,79551.0202270154,80610.8032307595
2017-02-10 11:00:00,76926.5,70714.6537680337,72847.767897984,73270.1938591756,73663.2689697489,73801.7752650267,74039.2342374069,74138.3700605305,74266.3195462347,74372.1498150362,74503.6700755549,74667.7498690167,74801.604895238,74897.9181249761,75045.198088735,75129.1756273488,75256.5225305597,75380.7969836924,75454.1376565227,75521.653059189,75593.496567188,75683.4152219196,75896.7421422741,75963.8710833143,76019.203869433,76045.4106377195,76152.0148810363,76276.7397166519,76358.7700631344,76435.1763637047,76520.7073511763,76589.0455262934,76634.8819413643,76680.8505746386,76708.7640161188,76827.3823657472,76936.2129928308,77037.4987585299,77191.2503248437,77308.5558018503,77431.6154573123,77615.5250752718,78027.8758796514,78314.3115544241,79462.5935696287,80522.3765733729
2017-02-11 18:00:00,65876,60107.916622388,62241.0307523383,62663.4567135299,63056.5318241032,63195.038119381,63432.4970917612,63531.6329148848,63659.582400589,63765.4126693905,63896.9329299092,64061.012723371,64194.8677495923,64291.1809793304,64438.4609430893,64522.4384817031,64649.785384914,64774.0598380467,64847.400510877,64916.0161188636,65001.2396595635,65107.4620528637,65293.5327499329,65361.8632487754,65417.3333848016,65476.5267140472,65551.984859507,65685.7039538376,65755.7408927007,65833.5550913092,65924.975082315,65993.0036712654,66032.2137050956,66086.3605649906,66111.1767171302,66245.7622027254,66329.4758471851,66430.7616128842,66584.513179198,66701.8186562046,66824.8783116666,67008.7879296261,67421.1387340057,67707.5744087784,68855.856423983,69915.6394277272
2017-02-12 18:00:00,62266.75,56570.1626784723,58703.2768084226,59125.7027696142,59518.7778801875,59657.2841754653,59894.7431478455,59993.8789709691,60121.8284566733,60227.6587254748,60359.1789859935,60523.2587794553,60657.1138056766,60753.4270354147,60900.7069991736,60984.6845377874,61112.0314409983,61236.305894131,61309.6465669613,61381.718653203,61471.1501603912,61635.8615575153,61787.1911559177,61825.4227690327,61880.6168589783,61952.2651035562,62048.9114209431,62156.9903657898,62221.7741854772,62305.9968651286,62387.2211383993,62455.2497273497,62494.4597611799,62548.6066210749,62573.4227732145,62708.0082588096,62791.7219032694,62893.0076689685,63046.7592352823,63164.0647122889,63287.1243677509,63471.0339857104,63883.38479009,64169.8204648627,65318.1024800674,66377.8854838115
2017-02-13 18:00:00,76513.5,71548.5707253505,73681.6848553008,74104.1108164924,74497.1859270657,74635.6922223435,74873.1511947237,74972.2870178473,75100.2365035515,75206.066772353,75337.5870328717,75501.6668263335,75635.5218525548,75731.8350822929,75879.1150460518,75963.0925846656,76090.4394878765,76214.7139410092,76288.0546138395,76360.1267000812,76449.5582072694,76614.2696043935,76765.5992027959,76803.8308159109,76859.0249058565,76930.6731504344,77027.3194678212,77135.398412668,77200.1822323554,77274.2091942717,77354.6243084931,77422.9624836102,77468.7988986811,77514.7675319554,77542.6809734356,77686.4163056878,77770.1299501476,77871.4157158467,78025.1672821605,78142.4727591671,78265.5324146291,78449.4420325886,78861.7928369682,79148.2285117409,80296.5105269456,81356.2935306897
